城市,编号,名称,地区,经纬度
广州市,BV10839965,亭岗(地铁站),白云区,"113.219962,23.222616"
广州市,BV11030723,深井(地铁站),黄埔区,"113.410603,23.069534"
广州市,BV10014015,科韵路(地铁站),天河区,"113.377215,23.119280"
广州市,BV10024360,厦滘(地铁站),番禺区,"113.320837,23.038007"
广州市,BV11095937,神舟路(地铁站),黄埔区,"113.431334,23.165215"
广州市,BV10994102,棠下(地铁站),天河区,"113.382388,23.125425"
广州市,BV11030734,长洲(地铁站),黄埔区,"113.428964,23.076126"
广州市,BV10791947,植物园(地铁站),天河区,"113.365686,23.190164"
广州市,BV10994100,朝阳(地铁站),白云区,"113.200145,23.226542"
广州市,BV10024362,万胜围(地铁站),海珠区,"113.384796,23.097712"
广州市,BV10839960,滘心(地铁站),白云区,"113.216982,23.236888"
广州市,BV10862414,沙溪(地铁站),番禺区,"113.338357,23.036197"
广州市,BV10014566,车陂南(地铁站),天河区,"113.389561,23.115930"
广州市,BV10880417,陈头岗(地铁站),番禺区,"113.265636,23.013218"
广州市,BV11095938,科学城(地铁站),黄埔区,"113.449250,23.165651"
广州市,BV11030724,洪圣沙(地铁站),黄埔区,"113.443719,23.081610"
广州市,BV10024413,会江(地铁站),番禺区,"113.286394,23.013047"
广州市,BV11030738,姬堂(地铁站),黄埔区,"113.456040,23.132491"
广州市,BV10791941,龙洞(地铁站),天河区,"113.377520,23.190960"
广州市,BV10014611,车陂(地铁站),天河区,"113.395548,23.124465"
广州市,BV10024363,官洲(地铁站),海珠区,"113.376846,23.066862"
广州市,BV11030727,加庄(地铁站),黄埔区,"113.460374,23.148535"
广州市,BV10019878,大石(地铁站),番禺区,"113.321744,23.017761"
广州市,BV11605042,方石(地铁站),白云区,"113.281086,23.321458"
广州市,BV11030740,科丰路(地铁站),黄埔区,"113.466329,23.162859"
广州市,BV10018486,东圃(地铁站),天河区,"113.401562,23.109392"
广州市,BV11661373,双岗(地铁站),黄埔区,"113.474331,23.094468"
广州市,BV10851523,白云东平(地铁站),白云区,"113.317841,23.251170"
广州市,BV10014561,黄村(地铁站),天河区,"113.407050,23.132086"
广州市,BV10024364,大学城北(地铁站),番禺区,"113.385795,23.057937"
广州市,BV10791942,柯木塱(地铁站),天河区,"113.395991,23.193462"
广州市,BV10024412,石壁(地铁站),番禺区,"113.277964,22.994136"
广州市,BV11030728,水西北(地铁站),黄埔区,"113.474845,23.195235"
广州市,BV10024381,三溪(地铁站),天河区,"113.415784,23.104098"
广州市,BV10569461,谢村(地铁站),番禺区,"113.295832,22.990579"
广州市,BV10994105,珠村(地铁站),天河区,"113.420677,23.116435"
广州市,BV11095940,长平(地铁站),黄埔区,"113.489704,23.210341"
广州市,BV10569462,员岗(地铁站),番禺区,"113.365641,23.015962"
广州市,BV10569459,南村万博(地铁站),番禺区,"113.347555,23.004789"
广州市,BV10791939,高塘石(地铁站),天河区,"113.410408,23.191057"
广州市,BV11605040,凤凰南路(地铁站),花都区,"113.240112,23.360554"
广州市,BV10024359,汉溪长隆(地铁站),番禺区,"113.330170,22.992931"
广州市,BV10569458,钟村(地铁站),番禺区,"113.316980,22.986437"
广州市,BV10024365,大学城南(地铁站),番禺区,"113.400557,23.043313"
广州市,BV11653281,机场东(地铁站),白云区,"113.318844,23.364390"
广州市,BV11030744,番禺客运站(地铁站),番禺区,"113.410076,22.936702"
广州市,BV10851511,夏良(地铁站),白云区,"113.323505,23.277704"
广州市,BV10024383,鱼珠(地铁站),黄埔区,"113.432261,23.100431"
广州市,BV10569460,板桥(地铁站),番禺区,"113.388139,23.016845"
广州市,BV11653283,机场南(地铁站),花都区,"113.301363,23.384985"
广州市,BV11030743,广州新城西(地铁站),番禺区,"113.439675,22.938156"
广州市,BV10022634,人和(地铁站),白云区,"113.295995,23.335224"
广州市,BV10791940,黄陂(地铁站),黄埔区,"113.433738,23.188379"
广州市,BV11030742,金光大道(地铁站),番禺区,"113.457479,22.942270"
广州市,BV11653284,机场北(地铁站),花都区,"113.302521,23.394727"
广州市,BV11095934,金坑(地铁站),黄埔区,"113.526727,23.249328"
广州市,BV10880418,市广路(地铁站),番禺区,"113.336998,22.971369"
广州市,BV10024366,新造(地铁站),番禺区,"113.415714,23.028182"
广州市,BV10827181,裕丰围(地铁站),黄埔区,"113.455011,23.094934"
广州市,BV10791945,金峰(地铁站),黄埔区,"113.451071,23.181316"
广州市,BV10013815,大沙东(地铁站),黄埔区,"113.458515,23.106216"
广州市,BV10791946,暹岗(地铁站),黄埔区,"113.460177,23.172296"
广州市,BV11605044,花城街(地铁站),花都区,"113.234955,23.425568"
广州市,BV10851517,太和(地铁站),白云区,"113.347197,23.299284"
广州市,BV10021532,文冲(地铁站),黄埔区,"113.469004,23.103796"
广州市,BV10593225,苏元(地铁站),黄埔区,"113.468482,23.170970"
广州市,BV10024358,市桥(地铁站),番禺区,"113.361726,22.949743"
广州市,BV10827179,双岗(地铁站),黄埔区,"113.474331,23.094468"
广州市,BV10791944,萝岗(地铁站),黄埔区,"113.481288,23.175137"
广州市,BV10593223,水西(地铁站),黄埔区,"113.479492,23.186954"
广州市,BV10827180,南海神庙(地铁站),黄埔区,"113.497434,23.083718"
广州市,BV10023067,官桥(地铁站),番禺区,"113.443122,22.982352"
广州市,BV10791943,香雪(地铁站),黄埔区,"113.501224,23.172382"
广州市,BV10994106,庙头路(地铁站),黄埔区,"113.503766,23.083552"
广州市,BV10019880,番禺广场(地铁站),番禺区,"113.385642,22.935482"
广州市,BV10024350,高增(地铁站),白云区,"113.295504,23.355162"
广州市,BV10851521,竹料(地铁站),白云区,"113.368332,23.348496"
广州市,BV10827177,夏园(地铁站),黄埔区,"113.518376,23.082901"
广州市,BV10710261,清塘(地铁站),花都区,"113.262858,23.372206"
广州市,BV10994089,保盈大道(地铁站),黄埔区,"113.526230,23.075142"
广州市,BV10571470,清布(地铁站),花都区,"113.250989,23.378122"
广州市,BV10994090,广州开发区(地铁站),黄埔区,"113.525479,23.061579"
广州市,BV10994101,黄埔客运港(地铁站),黄埔区,"113.525530,23.050493"
广州市,BV10571477,广州北站(地铁站),花都区,"113.201568,23.376419"
广州市,BV10024367,石碁(地铁站),番禺区,"113.465225,22.957185"
广州市,BV10571480,花城路(地铁站),花都区,"113.212740,23.379622"
广州市,BV10827178,南岗(地铁站),黄埔区,"113.541486,23.095280"
广州市,BV10571469,莲塘(地铁站),花都区,"113.245149,23.389101"
广州市,BV10571478,花都汽车城(地铁站),花都区,"113.180367,23.379671"
广州市,BV10571474,花果山公园(地铁站),花都区,"113.218389,23.387119"
广州市,BV10571476,飞鹅岭(地铁站),花都区,"113.155127,23.378345"
广州市,BV10571473,马鞍山公园(地铁站),花都区,"113.237846,23.399699"
广州市,BV10024368,海傍(地铁站),番禺区,"113.475352,22.939553"
广州市,BV10571472,花都广场(地铁站),花都区,"113.222628,23.401307"
广州市,BV10851527,钟落潭(地铁站),白云区,"113.400686,23.375649"
广州市,BV10827183,沙村(地铁站),增城区,"113.570399,23.110590"
广州市,BV10024369,低涌(地铁站),番禺区,"113.484818,22.919463"
广州市,BV10827182,白江(地铁站),增城区,"113.595627,23.123235"
广州市,BV10851525,马沥(地铁站),白云区,"113.450388,23.393877"
广州市,BV10019828,东涌(地铁站),南沙区,"113.478955,22.885577"
广州市,BV10593221,镇龙西(地铁站),黄埔区,"113.573793,23.278088"
广州市,BV10851512,枫下(地铁站),黄埔区,"113.508322,23.363059"
广州市,BV10851520,知识城(地铁站),黄埔区,"113.525198,23.349377"
广州市,BV10851518,新南(地铁站),黄埔区,"113.495228,23.377232"
广州市,BV10851514,何棠下(地铁站),黄埔区,"113.543688,23.331190"
广州市,BV10851526,旺村(地铁站),黄埔区,"113.551749,23.323256"
广州市,BV10851515,汤村(地铁站),黄埔区,"113.564686,23.307382"
广州市,BV10851509,镇龙北(地铁站),黄埔区,"113.576945,23.289584"
广州市,BV10024370,庆盛(地铁站),南沙区,"113.490456,22.866999"
广州市,BV10851528,新和(地铁站),白云区,"113.467060,23.413259"
广州市,BV10851510,红卫(地铁站),黄埔区,"113.487415,23.399261"
广州市,BV10593235,镇龙(地铁站),黄埔区,"113.593000,23.284514"
广州市,BV10827186,官湖(地铁站),增城区,"113.636569,23.137226"
广州市,BV10827184,新沙(地铁站),增城区,"113.649417,23.136863"
广州市,BV10593236,中新(地铁站),增城区,"113.613131,23.285303"
广州市,BV10016576,黄阁汽车城(地铁站),南沙区,"113.509719,22.835812"
广州市,BV10593220,坑贝(地铁站),增城区,"113.642606,23.278769"
广州市,BV10851513,太平(地铁站),从化区,"113.491955,23.452090"
广州市,BV10024371,黄阁(地铁站),南沙区,"113.518768,22.824736"
广州市,BV10593229,凤岗(地铁站),增城区,"113.670634,23.275961"
广州市,BV10020680,蕉门(地铁站),南沙区,"113.527502,22.800704"
广州市,BV10851519,神岗(地铁站),从化区,"113.517396,23.475101"
广州市,BV10697442,朱村(地铁站),增城区,"113.701415,23.272316"
广州市,BV10960124,飞沙角(地铁站),南沙区,"113.540758,22.781854"
广州市,BV10960129,广隆(地铁站),南沙区,"113.540728,22.772143"
广州市,BV10862413,横沥(地铁站),南沙区,"113.511721,22.753453"
广州市,BV10960128,大涌(地铁站),南沙区,"113.555975,22.759076"
广州市,BV10851516,赤草(地铁站),从化区,"113.560204,23.501199"
广州市,BV10593233,山田(地铁站),增城区,"113.744543,23.276428"
广州市,BV10960127,塘坑(地铁站),南沙区,"113.573064,22.753098"
广州市,BV10960125,南沙客运港(地铁站),南沙区,"113.610968,22.766988"
广州市,BV10960126,南横(地铁站),南沙区,"113.594381,22.747885"
广州市,BV10851522,从化客运站(地铁站),从化区,"113.594721,23.531769"
广州市,BV10593222,钟岗(地铁站),增城区,"113.792047,23.279317"
广州市,BV10862412,万顷沙(地铁站),南沙区,"113.557043,22.698398"
广州市,BV10593227,增城广场(地铁站),增城区,"113.814472,23.278024"
广州市,BV10851524,东风(地铁站),从化区,"113.600801,23.566233"
广州市,BV11014910,机场北(2号航站楼)(地铁站),花都区,"113.305659,23.396197"
深圳市,BV10249979,清湖(地铁站),龙华区,"114.036538,22.664085"
深圳市,BV10249978,罗湖(地铁站),罗湖区,"114.118666,22.532083"
深圳市,BV10249980,龙华(地铁站),龙华区,"114.022419,22.651629"
深圳市,BV10244305,深圳北站(地铁站),龙华区,"114.030865,22.610815"
深圳市,BV10249964,老街(地铁站),罗湖区,"114.116208,22.544970"
深圳市,BV10249901,西丽(地铁站),南山区,"113.954396,22.580677"
深圳市,BV10243650,华强北(地铁站),福田区,"114.085413,22.544441"
深圳市,BV10249968,西乡(地铁站),宝安区,"113.863048,22.575149"
深圳市,BV10243477,草埔(地铁站),罗湖区,"114.116500,22.584447"
深圳市,BV10243876,黄贝岭(地铁站),罗湖区,"114.136332,22.546095"
深圳市,BV10242458,固戍(地铁站),宝安区,"113.846792,22.601363"
深圳市,BV10249935,布吉(地铁站),龙岗区,"114.121159,22.602330"
深圳市,BV10249875,双龙(地铁站),龙岗区,"114.277422,22.728806"
深圳市,BV10249928,车公庙(地铁站),福田区,"114.025830,22.536247"
深圳市,BV10527866,沙井(地铁站),宝安区,"113.824434,22.730849"
深圳市,BV10242465,松岗(地铁站),宝安区,"113.829631,22.772271"
深圳市,BV10243488,市民中心(地铁站),福田区,"114.060970,22.541834"
深圳市,BV10243648,少年宫(地铁站),福田区,"114.060170,22.548627"
深圳市,BV10249929,福田(地铁站),福田区,"114.052879,22.540087"
深圳市,BV10249997,莲花西(地铁站),福田区,"114.050034,22.546668"
深圳市,BV10243493,会展中心(地铁站),福田区,"114.061101,22.534769"
深圳市,BV10248569,购物公园(地铁站),福田区,"114.054581,22.534655"
深圳市,BV10249998,岗厦北(地铁站),福田区,"114.068214,22.541662"
深圳市,BV10249966,莲花村(地铁站),福田区,"114.067829,22.548646"
深圳市,BV10243519,岗厦(地铁站),福田区,"114.068190,22.534854"
深圳市,BV10249926,景田(地铁站),福田区,"114.043343,22.553419"
深圳市,BV10249927,香梅(地铁站),福田区,"114.039683,22.545356"
深圳市,BV10245550,莲花北(地铁站),福田区,"114.059402,22.560538"
深圳市,BV11584229,中大八院(地铁站),福田区,"114.080692,22.537316"
深圳市,BV10243468,香蜜湖(地铁站),福田区,"114.038637,22.538887"
深圳市,BV10672438,冬瓜岭(地铁站),福田区,"114.067592,22.560437"
深圳市,BV10243850,石厦(地铁站),福田区,"114.053616,22.523708"
深圳市,BV10602483,皇岗村(地铁站),福田区,"114.059823,22.523138"
深圳市,BV10249907,福民(地铁站),福田区,"114.065915,22.523226"
深圳市,BV10249909,华强路(地铁站),福田区,"114.085133,22.540459"
深圳市,BV10447619,梅景(地铁站),福田区,"114.037934,22.561028"
深圳市,BV10447616,梅村(地铁站),福田区,"114.052423,22.568443"
深圳市,BV10243787,香梅北(地铁站),福田区,"114.032716,22.553860"
深圳市,BV10243619,皇岗口岸(地铁站),福田区,"114.073972,22.521799"
深圳市,BV10447623,孖岭(地铁站),福田区,"114.067778,22.568458"
深圳市,BV10447624,下梅林(地铁站),福田区,"114.041768,22.565672"
深圳市,BV10249908,赤尾(地铁站),福田区,"114.083598,22.531374"
深圳市,BV10585815,沙尾(地铁站),福田区,"114.042579,22.520798"
深圳市,BV10243815,上梅林(地铁站),福田区,"114.059415,22.570459"
深圳市,BV10249910,华新(地铁站),福田区,"114.086654,22.548981"
深圳市,BV10602476,华强南(地铁站),福田区,"114.086825,22.537214"
深圳市,BV10249967,益田(地铁站),福田区,"114.050987,22.516287"
深圳市,BV10243496,上沙(地铁站),福田区,"114.035504,22.524612"
深圳市,BV10602480,福邻(地铁站),福田区,"114.081263,22.524656"
深圳市,BV10602475,黄木岗(地铁站),福田区,"114.087280,22.555843"
深圳市,BV10243512,福田口岸(地铁站),福田区,"114.067731,22.515176"
深圳市,BV10249999,燕南(地铁站),福田区,"114.092561,22.544541"
深圳市,BV10793829,翰岭(地铁站),福田区,"114.068894,22.574179"
深圳市,BV10249996,香蜜(地铁站),福田区,"114.023851,22.552772"
深圳市,BV10447625,下沙(地铁站),福田区,"114.024334,22.528900"
深圳市,BV11539097,建设路(地铁站),罗湖区,"114.117397,22.542994"
深圳市,BV10245558,科学馆(地铁站),福田区,"114.095173,22.540618"
深圳市,BV10793836,福保(地铁站),福田区,"114.055586,22.507884"
深圳市,BV10249965,通新岭(地铁站),福田区,"114.096273,22.549126"
深圳市,BV10879919,体育中心(地铁站),福田区,"114.096104,22.554673"
深圳市,BV10602478,农林(地铁站),福田区,"114.018135,22.540411"
深圳市,BV11539096,东门路(地铁站),罗湖区,"114.123442,22.544082"
深圳市,BV10249923,银湖(地铁站),罗湖区,"114.089851,22.568308"
深圳市,BV10245836,八卦岭(地铁站),福田区,"114.094649,22.561941"
深圳市,BV10249995,侨香(地铁站),福田区,"114.014378,22.549784"
深圳市,BV10243704,竹子林(地铁站),福田区,"114.013917,22.533357"
深圳市,BV10738554,红岭南(地铁站),罗湖区,"114.104749,22.539943"
深圳市,BV10249921,红岭(地铁站),罗湖区,"114.104584,22.548380"
深圳市,BV10447617,泥岗(地铁站),罗湖区,"114.097634,22.567804"
深圳市,BV10249922,园岭(地铁站),福田区,"114.104497,22.556288"
深圳市,BV10246013,大剧院(地铁站),罗湖区,"114.107811,22.541800"
深圳市,BV10447622,红岭北(地铁站),福田区,"114.104315,22.562030"
深圳市,BV10243878,鹿丹村(地铁站),罗湖区,"114.108625,22.535708"
深圳市,BV10249904,安托山(地铁站),福田区,"114.006236,22.548785"
深圳市,BV10793830,梅林关(地铁站),龙华区,"114.053190,22.594524"
深圳市,BV10249983,民乐(地铁站),龙华区,"114.048809,22.594144"
深圳市,BV10602482,笋岗(地铁站),罗湖区,"114.111295,22.563406"
深圳市,BV10249994,深康(地铁站),福田区,"113.998846,22.546456"
深圳市,BV10447615,人民南(地铁站),罗湖区,"114.118154,22.535514"
深圳市,BV10243546,国贸(地铁站),罗湖区,"114.118826,22.539671"
深圳市,BV10249977,侨城东(地铁站),福田区,"113.996651,22.532406"
深圳市,BV10249982,白石龙(地铁站),龙华区,"114.042431,22.601505"
深圳市,BV10672445,雅宝(地铁站),龙岗区,"114.060303,22.603439"
深圳市,BV10249963,晒布(地铁站),罗湖区,"114.122664,22.549238"
深圳市,BV10602474,深云(地铁站),南山区,"113.993727,22.556537"
深圳市,BV10997903,清水河(地铁站),罗湖区,"114.112782,22.578906"
深圳市,BV10250000,湖贝(地铁站),罗湖区,"114.125437,22.544287"
深圳市,BV10447618,向西村(地铁站),罗湖区,"114.125767,22.539792"
深圳市,BV10602477,洪湖(地铁站),罗湖区,"114.122465,22.566056"
深圳市,BV10447620,深圳湾公园(地铁站),南山区,"113.993114,22.521591"
深圳市,BV10249993,侨城北(地铁站),南山区,"113.989148,22.543992"
深圳市,BV11291528,高新南(地铁站),南山区,"113.950079,22.532797"
深圳市,BV10700463,南坑(地铁站),龙岗区,"114.060546,22.610894"
深圳市,BV10447626,文锦(地铁站),罗湖区,"114.131123,22.542455"
深圳市,BV10249962,翠竹(地铁站),罗湖区,"114.129883,22.556188"
深圳市,BV10249976,华侨城(地铁站),南山区,"113.985369,22.533489"
深圳市,BV10246345,水贝(地铁站),罗湖区,"114.124974,22.573988"
深圳市,BV10246144,田贝(地铁站),罗湖区,"114.130052,22.567280"
深圳市,BV10249942,塘朗(地铁站),南山区,"113.999666,22.590097"
深圳市,BV10249941,长岭陂(地铁站),南山区,"114.010275,22.599395"
深圳市,BV10243793,桃源村(地铁站),南山区,"113.981962,22.559900"
深圳市,BV11589043,学府医院(地铁站),南山区,"113.989629,22.593940"
深圳市,BV10672441,光雅园(地铁站),龙岗区,"114.060892,22.616397"
深圳市,BV10249940,民治(地铁站),龙华区,"114.040850,22.617545"
深圳市,BV10447621,深湾(地铁站),南山区,"113.978620,22.523078"
深圳市,BV11291530,深大南(地铁站),南山区,"113.935675,22.526016"
深圳市,BV10249933,怡景(地铁站),罗湖区,"114.140115,22.555856"
深圳市,BV10242356,世界之窗(地铁站),南山区,"113.974216,22.536900"
深圳市,BV10249913,太安(地铁站),罗湖区,"114.137119,22.573466"
深圳市,BV10249903,龙井(地铁站),南山区,"113.974687,22.564010"
深圳市,BV11589044,北大(地铁站),南山区,"113.978352,22.593965"
深圳市,BV11291534,南山书城(地铁站),南山区,"113.928340,22.518589"
深圳市,BV10729670,红树湾南(地铁站),南山区,"113.971433,22.523023"
深圳市,BV10249936,长龙(地铁站),龙岗区,"114.113825,22.608053"
深圳市,BV10249934,布心(地铁站),罗湖区,"114.138045,22.580986"
深圳市,BV10249939,五和(地铁站),龙岗区,"114.060681,22.626833"
深圳市,BV10244044,白石洲(地铁站),南山区,"113.967048,22.539604"
深圳市,BV10249914,新秀(地铁站),罗湖区,"114.149149,22.547730"
深圳市,BV10249884,红山(地铁站),龙华区,"114.023400,22.621707"
深圳市,BV10249992,红树湾(地铁站),南山区,"113.968432,22.525142"
深圳市,BV10247063,百鸽笼(地铁站),龙岗区,"114.130380,22.595442"
深圳市,BV10249938,坂田(地铁站),龙岗区,"114.070852,22.627483"
深圳市,BV10249937,杨美(地铁站),龙岗区,"114.079975,22.626777"
深圳市,BV10244199,下水径(地铁站),龙岗区,"114.110662,22.614833"
深圳市,BV11291529,南油西(地铁站),南山区,"113.918402,22.509074"
深圳市,BV10244202,上水径(地铁站),龙岗区,"114.105337,22.622046"
深圳市,BV10677095,莲塘口岸(地铁站),罗湖区,"114.155341,22.553346"
深圳市,BV11291533,荔林(地铁站),南山区,"113.913128,22.511903"
深圳市,BV10672436,坂田北(地铁站),龙岗区,"114.063369,22.634919"
深圳市,BV10249961,木棉湾(地铁站),龙岗区,"114.130293,22.606997"
深圳市,BV10249902,珠光(地铁站),南山区,"113.960559,22.568270"
深圳市,BV10249943,大学城(地铁站),南山区,"113.965307,22.581946"
深圳市,BV11628746,日出剧场(地铁站),南山区,"113.952923,22.497871"
深圳市,BV11291531,怡海(地铁站),南山区,"113.903758,22.514933"
深圳市,BV10249975,高新园(地铁站),南山区,"113.953842,22.540236"
深圳市,BV10672439,贝尔路(地铁站),龙岗区,"114.066366,22.641719"
深圳市,BV11291532,梦海(地铁站),南山区,"113.898806,22.518925"
深圳市,BV10602481,西丽湖(地铁站),南山区,"113.965652,22.593564"
深圳市,BV10602479,茶光(地铁站),南山区,"113.954311,22.574138"
深圳市,BV10677096,仙湖路(地铁站),罗湖区,"114.166230,22.563909"
深圳市,BV10249960,大芬(地铁站),龙岗区,"114.138364,22.614191"
深圳市,BV10249885,上塘(地铁站),龙华区,"114.012838,22.637056"
深圳市,BV10996630,高新中(地铁站),南山区,"113.945389,22.546913"
深圳市,BV10527875,上芬(地铁站),龙华区,"114.016637,22.640394"
深圳市,BV10996633,高新北(地铁站),南山区,"113.945561,22.556935"
深圳市,BV10724144,粤海门(地铁站),南山区,"113.945531,22.532695"
深圳市,BV10249991,科苑(地铁站),南山区,"113.946195,22.527019"
深圳市,BV10249974,深大(地铁站),南山区,"113.944173,22.538667"
深圳市,BV10996639,深圳湾口岸(地铁站),南山区,"113.950252,22.502977"
深圳市,BV10672431,华为(地铁站),龙岗区,"114.067171,22.650445"
深圳市,BV10996635,西丽高铁站(地铁站),南山区,"113.943524,22.566903"
深圳市,BV10249990,后海(地铁站),南山区,"113.942498,22.518422"
深圳市,BV10249981,龙胜(地铁站),龙华区,"114.012010,22.644739"
深圳市,BV10242475,莲塘(地铁站),罗湖区,"114.174291,22.564118"
深圳市,BV10996634,石鼓(地铁站),南山区,"113.944108,22.575174"
深圳市,BV11628747,歌剧院(地铁站),南山区,"113.940675,22.483662"
深圳市,BV11564245,西坑(地铁站),龙岗区,"114.224332,22.616596"
深圳市,BV10996631,人才公园(地铁站),南山区,"113.943077,22.512122"
深圳市,BV11564240,安良(地铁站),龙岗区,"114.219698,22.626882"
深圳市,BV10997912,石芽岭(地铁站),龙岗区,"114.136843,22.627550"
深圳市,BV10243933,留仙洞(地铁站),南山区,"113.943543,22.580534"
深圳市,BV10249959,丹竹头(地铁站),龙岗区,"114.148054,22.619752"
深圳市,BV10672437,甘坑(地铁站),龙岗区,"114.105826,22.647828"
深圳市,BV10672435,岗头(地铁站),龙岗区,"114.071895,22.657067"
深圳市,BV11564246,福坑(地铁站),龙岗区,"114.222086,22.635625"
深圳市,BV10672442,雪象(地铁站),龙岗区,"114.078808,22.657116"
深圳市,BV10249989,登良(地铁站),南山区,"113.937602,22.509146"
深圳市,BV10684317,梧桐山南(地铁站),罗湖区,"114.183207,22.557850"
深圳市,BV10672446,凉帽山(地铁站),龙岗区,"114.118964,22.646323"
深圳市,BV11564247,龙兴(地铁站),龙岗区,"114.228440,22.638674"
深圳市,BV10249988,海月(地铁站),南山区,"113.937715,22.500409"
深圳市,BV10249987,湾厦(地铁站),南山区,"113.938604,22.493353"
深圳市,BV10527874,元芬(地铁站),龙华区,"114.005138,22.656327"
深圳市,BV10249851,桃园(地铁站),南山区,"113.924857,22.532357"
深圳市,BV10996672,中山公园(地铁站),南山区,"113.923342,22.546550"
深圳市,BV11564242,园山(地铁站),龙岗区,"114.238046,22.644745"
深圳市,BV10996671,南头古城(地铁站),南山区,"113.922954,22.540087"
深圳市,BV10244676,南山(地铁站),南山区,"113.923596,22.524022"
深圳市,BV10996658,南光(地铁站),南山区,"113.924540,22.516471"
深圳市,BV11422055,北山道(地铁站),盐田区,"114.264761,22.590313"
深圳市,BV10724148,南油(地铁站),南山区,"113.925747,22.510197"
深圳市,BV11564243,阿波罗南(地铁站),龙岗区,"114.236088,22.654483"
深圳市,BV11564244,阿波罗(地铁站),龙岗区,"114.232762,22.659672"
深圳市,BV10895880,上李朗(地铁站),龙岗区,"114.127071,22.654048"
深圳市,BV10996652,同乐南(地铁站),南山区,"113.918684,22.557160"
深圳市,BV10877299,清湖北(地铁站),龙华区,"114.040417,22.672087"
深圳市,BV10244079,东角头(地铁站),南山区,"113.931149,22.486325"
深圳市,BV11564241,长江埔(地铁站),龙岗区,"114.230152,22.674248"
深圳市,BV11422054,盐田食街(地铁站),盐田区,"114.275220,22.587432"
深圳市,BV11496171,市中医院(地铁站),光明区,"113.946753,22.723530"
深圳市,BV10249973,大新(地铁站),南山区,"113.915072,22.532232"
深圳市,BV10996665,四海(地铁站),南山区,"113.921896,22.500242"
深圳市,BV10249944,兴东(地铁站),宝安区,"113.919013,22.581822"
深圳市,BV11496173,光明城(地铁站),光明区,"113.953490,22.732790"
深圳市,BV10996637,白芒(地铁站),南山区,"113.938877,22.622922"
深圳市,BV10996670,新安公园(地铁站),宝安区,"113.911652,22.561418"
深圳市,BV11498085,龙城公园(地铁站),龙岗区,"114.218447,22.704526"
深圳市,BV11496174,同观路(地铁站),光明区,"113.948720,22.738482"
深圳市,BV10996660,工业六路(地铁站),南山区,"113.918184,22.493300"
深圳市,BV10527881,阳台山东(地铁站),龙华区,"113.991600,22.667894"
深圳市,BV10249986,水湾(地铁站),南山区,"113.919686,22.488389"
深圳市,BV10249945,洪浪北(地铁站),宝安区,"113.910585,22.574543"
深圳市,BV10672432,木古(地铁站),龙岗区,"114.122472,22.670179"
深圳市,BV10249972,鲤鱼门(地铁站),南山区,"113.903079,22.532005"
深圳市,BV10877294,竹村(地铁站),龙华区,"114.040309,22.686728"
深圳市,BV10249853,灵芝(地铁站),宝安区,"113.904158,22.568964"
深圳市,BV10244034,海上世界(地铁站),南山区,"113.915111,22.485101"
深圳市,BV10672443,华南城(地铁站),龙岗区,"114.122250,22.675974"
深圳市,BV10249958,六约(地铁站),龙岗区,"114.180646,22.634322"
深圳市,BV11380330,肿瘤医院(地铁站),龙岗区,"114.249777,22.692310"
深圳市,BV10997904,六约北(地铁站),龙岗区,"114.174837,22.642476"
深圳市,BV10249931,前海湾(地铁站),南山区,"113.897933,22.537335"
深圳市,BV11422053,大梅沙(地铁站),盐田区,"114.307858,22.594169"
深圳市,BV10868016,桂湾(地铁站),南山区,"113.897944,22.532358"
深圳市,BV10249985,蛇口港(地铁站),南山区,"113.912331,22.476626"
深圳市,BV10249971,新安(地铁站),宝安区,"113.894625,22.547468"
深圳市,BV11496166,月亮路(地铁站),光明区,"113.912325,22.746048"
深圳市,BV10724147,前湾(地铁站),南山区,"113.895389,22.521858"
深圳市,BV10996654,上川(地铁站),宝安区,"113.897075,22.575940"
深圳市,BV10996655,太子湾(地铁站),南山区,"113.911683,22.473175"
深圳市,BV10249946,翻身(地铁站),宝安区,"113.893232,22.559690"
深圳市,BV10249915,沙头角(地铁站),盐田区,"114.223195,22.554232"
深圳市,BV10672440,禾花(地铁站),龙岗区,"114.121064,22.686028"
深圳市,BV10877293,茜坑(地铁站),龙华区,"114.041087,22.697256"
深圳市,BV10249949,临海(地铁站),宝安区,"113.889323,22.544160"
深圳市,BV10249957,塘坑(地铁站),龙岗区,"114.192725,22.639179"
深圳市,BV10996638,应人石(地铁站),宝安区,"113.926474,22.644857"
深圳市,BV10868014,前湾公园(地铁站),南山区,"113.889552,22.516108"
深圳市,BV10249947,宝安中心(地铁站),宝安区,"113.887233,22.554575"
深圳市,BV11496169,东周路(地铁站),光明区,"113.905354,22.758076"
深圳市,BV10868017,荔湾(地铁站),南山区,"113.893485,22.497821"
深圳市,BV10249948,宝华(地铁站),宝安区,"113.885090,22.549635"
深圳市,BV10868018,铁路公园(地铁站),南山区,"113.889969,22.502908"
深圳市,BV10996673,流塘(地铁站),宝安区,"113.889190,22.583845"
深圳市,BV10249984,赤湾(地铁站),南山区,"113.897525,22.479227"
深圳市,BV10868015,妈湾(地铁站),南山区,"113.885929,22.507904"
深圳市,BV10672444,平湖(地铁站),龙岗区,"114.125805,22.693670"
深圳市,BV11496168,公明南(地铁站),光明区,"113.902316,22.767043"
深圳市,BV10527865,宝安(地铁站),宝安区,"113.880396,22.554590"
